676.5916715,1.954450965
1014.887507,27.99972343
1353.183343,93.19165039
1691.479179,168.4020081
2029.775015,316.3301697
2368.07085,376.6523438
2706.366686,404.5063782
3044.662522,442.5036316
3382.958358,532.7175903
3721.254193,514.6109009
4059.550029,305.04776
4397.845865,190.0291443
4736.141701,170.5797577
5074.437537,286.4796753
5412.733372,484.9442749
5751.029208,422.7058105
6089.325044,343.0794373
6427.62088,289.2261353
6765.916715,259.8689575
7104.212551,268.7408142
7442.508387,200.4455719
7780.804223,180.9642181
8119.100058,181.9140778
8457.395894,203.4990082
8795.69173,116.776123
9133.987566,180.0839844
9472.283402,151.3683929
9810.579237,126.7503738
10148.87507,8.467533112
10487.17091,0
10825.46674,0
11163.76258,0
11502.05842,0
11840.35425,20.98186684
12178.65009,121.6820526
12516.94592,162.1953278
12855.24176,253.0970764
13193.5376,361.4790649
13531.83343,409.4551086
13870.12927,353.3549805
14208.4251,372.0596619
14546.72094,214.257782
14885.01677,149.8955078
15223.31261,175.1784058
15561.60845,104.935051
15899.90428,84.03227997
16238.20012,89.85391998
16576.49595,88.06951141
16914.79179,61.42892075
17253.08762,24.92681313
17591.38346,73.96239471
17929.6793,110.1824875
18267.97513,168.6768036
18606.27097,137.6981354
18944.5668,234.9276428
19282.86264,285.3449707
19621.15847,373.6615295
19959.45431,404.6099548
20297.75015,391.0148315
20636.04598,370.9073181
20974.34182,313.6630554
21312.63765,303.5384827
21650.93349,346.717041
21989.22933,290.8603821
22327.52516,158.6803894
22665.821,150
23004.11683,152.6570129
23342.41267,168.187027
23680.7085,179.4710236
24019.00434,150.9956512
24357.30018,161.6875
24695.59601,220.877121
25033.89185,242.8833771
25372.18768,277.9441528
25710.48352,366.6305237
26048.77935,420.2926025
26387.07519,418.3412781
26725.37103,423.300415
27063.66686,426.6257019
27401.9627,413.6117249
27740.25853,443.7798767
28078.55437,390.6852112
28416.8502,436.7855835
28755.14604,519.7369995
29093.44188,554.1138916
29431.73771,569.1403198
29770.03355,601.1174927
30108.32938,625.3894043
30446.62522,651.5825806
30784.92106,596.3029175
31123.21689,392.1884155
31461.51273,252.9205322
31799.80856,29.50545883
32138.1044,0
32476.40023,0
32814.69607,0
33152.99191,13.90548801
33491.28774,248.9249268
33829.58358,517.7495117
34167.87941,765.3103027
34506.17525,795.7276611
34844.47108,798.5634155
35182.76692,827.1083984
35521.06276,795.8833008
35859.35859,777.5979614
36197.65443,727.7156982
36535.95026,712.7767944
36874.2461,633.4541626
37212.54193,576.9920654
37550.83777,465.7356262
37889.13361,340.7722778
38227.42944,281.7819214
38565.72528,139.2142181
38904.02111,0
39242.31695,68.19161987
39580.61279,178.4297638
39918.90862,196.2976685
40257.20446,368.0762024
40595.50029,570.3203125
40933.79613,695.0784912
41272.09196,554.8294067
41610.3878,340.7846985
41948.68364,343.7954102
42286.97947,469.3861389
42625.27531,577.4272461
42963.57114,658.3766479
43301.86698,683.9574585
43640.16281,741.276001
43978.45865,765.9516602
44316.75449,766.7931519
44655.05032,745.5810547
44993.34616,715.9466553
45331.64199,742.0988159
45669.93783,787.2978516
46008.23366,870.3306885
46346.5295,908.1309204
46684.82534,966.7991943
47023.12117,931.7713623
47361.41701,847.1697998
47699.71284,837.0373535
48038.00868,962.6009521
48376.30452,999.979248
48714.60035,1001.907349
49052.89619,880.9423828
49391.19202,679.2844849
49729.48786,558.0452881
50067.78369,672.3182983
50406.07953,871.4688721
50744.37537,867.0835571
51082.6712,817.2380981
51420.96704,859.184021
51759.26287,848.9491577
52097.55871,752.0994263
52435.85454,783.5922241
